Aerolinea;Horario;Precio;Escalas;Links
LATAM Airlines;12:59-14:44;419300.0;directo ;https://www.kayak.com.co/s/clickthrough.jsp?ctyp=SponsoredResultAdBooking&ptyp=F&orig=F..RP..M2&plid=9951266&pid=LATAMCOFSRDom_FSR_es_CO&prv=LATAMCOFSRDom_FSR_es_CO&srch=QlBCNCC-Yq&ploc=es_CO&atype=SponsoredResult&prc=419300.00&cpnid=7075469&xpExt=&aidExt=&lid=LATAMCOFSRDom_FSR_es_CO-QlBCNCC-Yq&qorig=Airport:MDE&octid=&qdest=Airport:ADZ&qstart=1648008000000&qend=1648353600000&qtravelers=1&qrooms=0&qow=false&qfcc=e&qdctid=48144&qdac=ADZ&qshour=-1&qehour=-1&qns=false&qnearby=0&qnearbyo=false&qnearbyd=false&pj=$$vHZ8dvr1hRazJ362eGnQ==&ah=tpUXQXtf14Yy9m10hTtLeJCq7iEcM9fs0r$zPR4Rnrw&resid=b8ac4c624aa8ef17f71bfaf9d541fef7&bookid=E-1a7c7c0b561&seekProv=LA&trueProv=AMADEUSMASTER&fid=&rank=2&stid=&qadults=1&qchild=0&_sid_=R-4Kg5S3wX1JsmeHpi_K0tb-edPaSiX_mL_1nAcRiwjGtecaOVujDzq1eVS76FxpJ&pageOrigin=F..RP.MB.M1
Viva Air Colombia, LATAM Airlines;13:23-15:13;435052.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.6We7wBYoN-cNUvH8T-y68A.11087.d38e7a8b0c86935365e4bc8bb960e357&h=b96ddfe078ae&sub=E-1ddaabeab41&pageOrigin=F..RP.MB.M15
LATAM Airlines;15:55-19:58;435256.0;CLO;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.qEot5fi9CI0Edn9PX-8xhQ.12018.9869c23b773f51177dc86b322b4be4a0&h=8aac8d7350ea&sub=E-140b413631a&pageOrigin=F..RP.MB.M12
Viva Air Colombia;14:35-16:23;436300.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.lPAzY077B9kUPBPf-jqMFw.14661.94721e07002e19b000a85ce7f24daece&h=20538a2765a7&sub=E-19e65b5a274&pageOrigin=F..RP.MB.M5
Viva Air Colombia, LATAM Airlines;5:08-6:56;455991.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.at4SvWZdFlyGy067RMvLrg.12975.ae9de9272bc5fcbcca3cd1e0ccdd971b&h=3188f9d28e5b&_kw_pbranded=true&sub=E-1fb2886aacc&pageOrigin=F..RP.MB.M7
Viva Air Colombia;13:23-15:13;472200.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.lPAzY077B9kUPBPf-jqMFw.15509.079af5a70134d09d9cbd14487ebfa603&h=bcc3c81369f1&sub=E-19e65b5a274&pageOrigin=F..RP.MB.M15
LATAM Airlines;7:40-12:22;487258.0;BOG;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.-COZ-Slz34a7ImCnqdurig.12417.bf345a51338cb383d8af145f93d5b8d7&h=04f13dd4e7b3&sub=E-1a121f64685&pageOrigin=F..RP.MB.M11
LATAM Airlines;6:53-12:22;487258.0;BOG;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.-COZ-Slz34a7ImCnqdurig.12417.c2756353902d82ce756bf94a9f1582be&h=36108ce0430a&sub=E-1a121f64685&pageOrigin=F..RP.MB.M8
LATAM Airlines;8:53-14:14;518229.0;BOG;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.DV5-itvmMY_L7qjDYG5OUg.13929.db5dfa39643d94e3a5f6ba6b635f1c4f&h=b440e007b221&sub=E-1f8be768c90&pageOrigin=F..RP.MB.M13
LATAM Airlines;12:59-14:44;523000.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.ZheJHZqHLmzKJvcpKN_waA.16291.1dd6c6c249565f19eccfef40aa24671c&h=22d5bba33ec6&sub=E-1494fdebee1&pageOrigin=F..RP.MB.M10
LATAM Airlines;14:14-15:59;523000.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.ZheJHZqHLmzKJvcpKN_waA.16291.787c3e84e7423ceb4ac47e38d7c59dd9&h=b31ca2f78de5&sub=E-1494fdebee1&pageOrigin=F..RP.MB.M11
LATAM Airlines;15:55-19:58;539600.0;CLO;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.6We7wBYoN-cNUvH8T-y68A.17869.b06ce0932cd1400b44a25709bc6021a3&h=a10f275dcbf0&sub=E-16b8d5cc7b8&pageOrigin=F..RP.MB.M10
Viva Air Colombia;13:23-15:13;541589.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.qEot5fi9CI0Edn9PX-8xhQ.14197.b377679b9b2ede16d763a0a45c8acc7d&h=aeb322ccd991&sub=E-1cf31d818ad&pageOrigin=F..RP.MB.M9
Viva Air Colombia;14:35-16:23;541589.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.qEot5fi9CI0Edn9PX-8xhQ.14197.a221087ed6ecbf6c5aa341fc636f53d5&h=d2a5406cb94e&sub=E-1cf31d818ad&pageOrigin=F..RP.MB.M8
Viva Air Colombia;7:49-12:34;544045.0;BOG;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.KSQKogRsMb9PnAF_oTbxdQ.14374.43377630cafcf0428913bd5cba47cd98&h=3f400450af8e&sub=E-16f9c3f417f&pageOrigin=F..RP.MB.M9
LATAM Airlines;10:26-14:14;548100.0;CTG;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.6We7wBYoN-cNUvH8T-y68A.18365.6fc2ec5f66eb1b21bb387851fbcfb17c&h=a3d8e948edac&sub=E-16b8d5cc7b8&pageOrigin=F..RP.MB.M9
LATAM Airlines;10:26-14:14;548100.0;CTG;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.6We7wBYoN-cNUvH8T-y68A.18365.30253fd21658a7b2aa1dc1c3efbf9379&h=3e5414d6258d&sub=E-16b8d5cc7b8&pageOrigin=F..RP.MB.M14
LATAM Airlines;11:09-12:54;556200.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.18wgSzIaLAlgpzrTH2pViLaYAeeTFjgE.15535.ee2e493dd2df3427386053b12e633880&h=5c3bb7dd0bc1&sub=E-1df24538dc8&pageOrigin=F..RP.MB.M1
Viva Air Colombia;6:15-10:51;564200.0;CTG;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.lPAzY077B9kUPBPf-jqMFw.20138.73c2412d32a8a176d9147fc26d5c4e68&h=2c694e1193fd&sub=E-19e65b5a274&pageOrigin=F..RP.MB.M2
Viva Air Colombia;14:35-16:23;588900.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.KSQKogRsMb9PnAF_oTbxdQ.15807.75138b19dc67e2a1035e4e16c6d37b9d&h=217aa59aa7da&sub=E-16f9c3f417f&pageOrigin=F..RP.MB.M1
Viva Air Colombia;8:26-10:14;590200.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.dx8ACe-Tn79Fj024N3_sTg.15041.66dc9ce222e01ae68f6b50a47eedc679&h=54c32ed4599c&sub=E-1756f9d9b01&pageOrigin=F..RP.MB.M3
Viva Air Colombia;14:35-16:23;600295.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.KSQKogRsMb9PnAF_oTbxdQ.15807.e0335288bf331c2e045ea775693b97eb&h=00468c98cb2d&sub=E-16f9c3f417f&pageOrigin=F..RP.MB.M13
Viva Air Colombia;13:23-15:13;600295.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.KSQKogRsMb9PnAF_oTbxdQ.15807.4ce17bb08c71c1cba7c49affff9ecfee&h=a6210e77a5e7&sub=E-16f9c3f417f&pageOrigin=F..RP.MB.M14
LATAM Airlines;12:59-14:44;610955.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.6Fz1aSgQistFj024N3_sTg.15571.00671954646b8078ffa2937395c294c6&h=6013ddb0ee29&sub=E-1a7c7c0b561&pageOrigin=F..RP.MB.M1
LATAM Airlines;14:14-15:59;610955.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.6Fz1aSgQistFj024N3_sTg.15571.9f59caa49efd0fb2cb56eb4f56ac34fb&h=c987014dfe14&sub=E-1a7c7c0b561&pageOrigin=F..RP.MB.M2
Viva Air Colombia;13:23-15:13;620295.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.dx8ACe-Tn79Fj024N3_sTg.15922.ab1d83321a06de6e7fb98235cedafcd3&h=612330fae583&sub=E-1756f9d9b01&pageOrigin=F..RP.MB.M7
Viva Air Colombia, LATAM Airlines;14:35-16:23;625600.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.Fs5fII-p3hc0ejdxgNj3abaYAeeTFjgE.18386.2f02baff2c4bd5f361dd25849e2c9649&h=eb02e772a0f1&sub=E-17f602e2104&pageOrigin=F..RP.MB.M13
Viva Air Colombia, LATAM Airlines;13:23-15:13;625600.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.Fs5fII-p3hc0ejdxgNj3abaYAeeTFjgE.18386.ca558c939bff5f24bedb0157e3b11c7b&h=2a05b0f8ca5f&sub=E-17f602e2104&pageOrigin=F..RP.MB.M15
Avianca, Viva Air Colombia;12:49-14:39;634489.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.lPAzY077B9kUPBPf-jqMFw.17374.cd80650246e50c8d7e55e4df6fe59719&h=b3f376b482df&sub=E-1319fd9dfd4&pageOrigin=F..RP.MB.M5
LATAM Airlines;11:09-12:54;644200.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.lPAzY077B9kUPBPf-jqMFw.16456.b011ffb3b22a00a2fbe8e7bcdf2b4a5a&h=336649d49785&sub=E-17d0a848532&pageOrigin=F..RP.MB.M8
Viva Air Colombia;5:08-6:56;650839.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.qEot5fi9CI0Edn9PX-8xhQ.16981.ea9dbcf77771b534503a61df11c7540e&h=41d0a2ba84c5&sub=E-1cf31d818ad&pageOrigin=F..RP.MB.M3
LATAM Airlines;14:14-15:59;669300.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.iPJIaPv5Rj5w1Q3KrTU5Gg.17056.ef52c3db1166d29975c4b02cc45599db&h=353b64147c15&sub=E-18b93855218&pageOrigin=F..RP.MB.M15
LATAM Airlines;12:59-14:44;669300.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.iPJIaPv5Rj5w1Q3KrTU5Gg.17056.8d45e101710c65157c5d2bd7c1211e57&h=ba3f9d825209&sub=E-18b93855218&pageOrigin=F..RP.MB.M13
Viva Air Colombia;8:26-10:14;670839.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.qEot5fi9CI0Edn9PX-8xhQ.17490.898b9bb237ef4a30cc5b8cf07ffe8fe1&h=218844d839d5&sub=E-1cf31d818ad&pageOrigin=F..RP.MB.M6
LATAM Airlines;8:53-14:14;671100.0;BOG;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.6Fz1aSgQistFj024N3_sTg.17102.9bdac9f68b6ca07692b4bfa735c12e5b&h=456daa3458f7&sub=E-17dab5dd399&pageOrigin=F..RP.MB.M14
Viva Air Colombia, LATAM Airlines;14:35-16:23;682400.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.qEot5fi9CI0Edn9PX-8xhQ.17428.5e3de98c97ab7c75c4e7a8957207de2a&h=299cb59a792c&sub=E-131af7de5d1&pageOrigin=F..RP.MB.M8
Viva Air Colombia, LATAM Airlines;13:23-15:13;682400.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.qEot5fi9CI0Edn9PX-8xhQ.17428.aa285ea17dc8733235ea75a0c533f5f6&h=eebc954e13b6&sub=E-131af7de5d1&pageOrigin=F..RP.MB.M11
Viva Air Colombia;14:35-16:23;691242.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.qEot5fi9CI0Edn9PX-8xhQ.18010.ae674c2861bb80f91a936efaa7308616&h=7c77ab26d488&sub=E-1cf31d818ad&pageOrigin=F..RP.MB.M13
Viva Air Colombia;13:23-15:13;691242.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.qEot5fi9CI0Edn9PX-8xhQ.18010.6c189778d8d0b55224c207b18d193066&h=78dc1261bf75&sub=E-1cf31d818ad&pageOrigin=F..RP.MB.M14
Avianca, Viva Air Colombia;12:49-14:39;693195.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.at4SvWZdFlyGy067RMvLrg.19188.fda3fd8a213d02ab15f623174de14c45&h=ccfbe4f0c783&_kw_pbranded=true&sub=E-19923fbb9e5&pageOrigin=F..RP.MB.M14
LATAM Airlines;11:09-12:54;702500.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.iPJIaPv5Rj5w1Q3KrTU5Gg.17902.948cda4cf48013c27dc7e75c6cb8ee4c&h=70fea77895b5&sub=E-18b93855218&pageOrigin=F..RP.MB.M4
Viva Air Colombia;5:08-6:56;709545.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.KSQKogRsMb9PnAF_oTbxdQ.18591.814083c59ad7073b5fbdda29d650d605&h=8f7177d26065&sub=E-16f9c3f417f&pageOrigin=F..RP.MB.M4
Viva Air Colombia;8:26-10:14;729545.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.KSQKogRsMb9PnAF_oTbxdQ.19101.d0b9c9df18db22cc92e951d6fc87df0a&h=b548567b3d52&sub=E-16f9c3f417f&pageOrigin=F..RP.MB.M7
Avianca, LATAM Airlines;12:49-14:39;747300.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.DV5-itvmMY_L7qjDYG5OUg.20567.989e3cec4689ba8171be9a5716095cea&h=2a790d9c9893&sub=E-1a1998f7d75&pageOrigin=F..RP.MB.M10
Avianca, Viva Air Colombia;12:49-14:39;784142.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.at4SvWZdFlyGy067RMvLrg.21529.2a46b2871259f977c6199b00509a0701&h=c0425837c3cf&_kw_pbranded=true&sub=E-19923fbb9e5&pageOrigin=F..RP.MB.M6
LATAM Airlines;15:55-19:58;789600.0;CLO;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.lPAzY077B9kUPBPf-jqMFw.21855.ac23946b3a8179494748c4ec9c2c0e18&h=61ae06c15df1&sub=E-1bbb0617601&pageOrigin=F..RP.MB.M11
Viva Air Colombia;11:20-13:08;794795.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.qEot5fi9CI0Edn9PX-8xhQ.20649.b6cbac2e08dd6a1909601d51157bed2c&h=7ca039dea9c6&sub=E-1cf31d818ad&pageOrigin=F..RP.MB.M6
Viva Air Colombia;5:08-6:56;800492.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.qEot5fi9CI0Edn9PX-8xhQ.20794.1bb7f1896726ea1f58330d4e35eda866&h=2a26824cd1df&sub=E-1cf31d818ad&pageOrigin=F..RP.MB.M10
Viva Air Colombia;7:49-12:34;808934.0;BOG;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.KSQKogRsMb9PnAF_oTbxdQ.21124.c4d94b876bc718e67424d50e2ff9f022&h=bff97af04daa&sub=E-16f9c3f417f&pageOrigin=F..RP.MB.M6
Viva Air Colombia, LATAM Airlines;8:26-10:14;811650.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.DV5-itvmMY_L7qjDYG5OUg.22363.797c708d376d868c2af3d1e9273cb827&h=fc5ee097f210&sub=E-1f6999ab18b&pageOrigin=F..RP.MB.M10
Viva Air Colombia;8:26-10:14;820492.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.qEot5fi9CI0Edn9PX-8xhQ.21304.912877e5a22cadaef49de327a988efec&h=64dc25f565a9&sub=E-1cf31d818ad&pageOrigin=F..RP.MB.M11
LATAM Airlines;14:14-15:59;923257.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.Fs5fII-p3hc0ejdxgNj3abaYAeeTFjgE.24523.d7afe0148374a24505c32a96abac09ac&h=ce9cb3aeaf2e&sub=E-1599605f88c&pageOrigin=F..RP.MB.M1
LATAM Airlines;12:59-14:44;923257.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.Fs5fII-p3hc0ejdxgNj3abaYAeeTFjgE.24523.2fbe86c247ea69b3414d640aa5e0fcb7&h=05cc9ed2622f&sub=E-1599605f88c&pageOrigin=F..RP.MB.M15
Viva Air Colombia, LATAM Airlines;14:35-16:23;954434.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.Fs5fII-p3hc0ejdxgNj3abaYAeeTFjgE.24672.4767a01e1dc6c5a87c178fc0516320ed&h=460f9462ae80&sub=E-10cc9ba93e2&pageOrigin=F..RP.MB.M4
Viva Air Colombia, LATAM Airlines;13:23-15:13;954434.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.Fs5fII-p3hc0ejdxgNj3abaYAeeTFjgE.24672.5010acd5214215d492ea1c6fc86ac838&h=0437dfde8359&sub=E-10cc9ba93e2&pageOrigin=F..RP.MB.M6
LATAM Airlines;11:09-12:54;958755.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.Fs5fII-p3hc0ejdxgNj3abaYAeeTFjgE.25294.193d86db4718d8908b1f22a9fd192770&h=9abf5abfb4fb&sub=E-1599605f88c&pageOrigin=F..RP.MB.M4
LATAM Airlines;11:09-12:54;961213.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.18wgSzIaLAlgpzrTH2pViLaYAeeTFjgE.25188.949f444043cfb442557ea61effe356cc&h=e49b8727ae27&sub=E-1df24538dc8&pageOrigin=F..RP.MB.M10
LATAM Airlines;12:59-14:44;961213.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.18wgSzIaLAlgpzrTH2pViLaYAeeTFjgE.25188.2213c936de367f7f821ad1dbc4d7bcf5&h=34685546c5a5&sub=E-1df24538dc8&pageOrigin=F..RP.MB.M11
LATAM Airlines;14:14-15:59;961213.0;directo ;https://www.kayak.com.co/book/flight?code=QlBCNCC-Yq.18wgSzIaLAlgpzrTH2pViLaYAeeTFjgE.25188.e4283d976f4bcc9da64174814b175d5f&h=6791f17df214&sub=E-1df24538dc8&pageOrigin=F..RP.MB.M12
