Created at;Description;Followers Count;Friends Count;Location;Profile Image Url;Statuses Count;Text;User ID;User Name
Thu Nov 04 13:33:46 +0000 2021;"Petroleum Engineer  | Data Analyst              

Chocó ♡";186.0;167.0;Quibdó - Colombia !! ;http://pbs.twimg.com/profile_images/1291039352458555392/eFda15FR_normal.jpg;27601.0;Pero Dembelé es de cristal. Dios mío🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️ https://t.co/msnzodEBdd;1.4562533373434593e+18;Janick Alberto
Sat Oct 30 04:49:15 +0000 2021;"Petroleum Engineer  | Data Analyst              

Chocó ♡";186.0;167.0;Quibdó - Colombia !! ;http://pbs.twimg.com/profile_images/1291039352458555392/eFda15FR_normal.jpg;27601.0;"RT @ManuHeredia21: Sin exagerar: esto oposita seriamente al mejor caño que he visto en mi vida🔥🔥🔥🔥
https://t.co/bq1gHpIoPI";1.4543093992211333e+18;Janick Alberto
Fri Oct 29 11:43:18 +0000 2021;"Petroleum Engineer  | Data Analyst              

Chocó ♡";186.0;167.0;Quibdó - Colombia !! ;http://pbs.twimg.com/profile_images/1291039352458555392/eFda15FR_normal.jpg;27601.0;"RT @AmericoxG: Por favor compartir con un RT 🙏🏾

Estamos buscando un futbolista, una fundación o un patrocinador de buen corazón que nos do…";1.4540512115110461e+18;Janick Alberto
Thu Oct 28 13:45:04 +0000 2021;"Petroleum Engineer  | Data Analyst              

Chocó ♡";186.0;167.0;Quibdó - Colombia !! ;http://pbs.twimg.com/profile_images/1291039352458555392/eFda15FR_normal.jpg;27601.0;RT @HoyEnDeportes4_: Todo son risas en el Madrid por lo malo que ha sido Koeman, hasta que ves que ha ganado 1 título más que el Madrid mie…;1.4537194660391363e+18;Janick Alberto
Thu Oct 28 13:44:06 +0000 2021;"Petroleum Engineer  | Data Analyst              

Chocó ♡";186.0;167.0;Quibdó - Colombia !! ;http://pbs.twimg.com/profile_images/1291039352458555392/eFda15FR_normal.jpg;27601.0;RT @GOYOCQT: Que culpa si eso viene en la sangre 🩸 https://t.co/valkZKqZ1l;1.4537192237217628e+18;Janick Alberto
Thu Oct 28 00:32:58 +0000 2021;"Petroleum Engineer  | Data Analyst              

Chocó ♡";186.0;167.0;Quibdó - Colombia !! ;http://pbs.twimg.com/profile_images/1291039352458555392/eFda15FR_normal.jpg;27601.0;Alabado sea Dios. https://t.co/IkZPadWkE7;1.453520127991984e+18;Janick Alberto
Wed Oct 27 19:00:08 +0000 2021;"Petroleum Engineer  | Data Analyst              

Chocó ♡";186.0;167.0;Quibdó - Colombia !! ;http://pbs.twimg.com/profile_images/1291039352458555392/eFda15FR_normal.jpg;27601.0;Si @RonaldKoeman tuviera un poquito de vergüenza, renunciaría hoy mismo. Pero el mediocre ese es tan sin vergüenza… https://t.co/j4NdEkNXBj;1.453436368156336e+18;Janick Alberto
Wed Oct 27 18:16:03 +0000 2021;"Petroleum Engineer  | Data Analyst              

Chocó ♡";186.0;167.0;Quibdó - Colombia !! ;http://pbs.twimg.com/profile_images/1291039352458555392/eFda15FR_normal.jpg;27601.0;RT @HoyEnDeportes4_: RT si crees que el Barça Legends ganaría al Barça de Koeman.;1.4534252729303204e+18;Janick Alberto
Wed Oct 27 16:42:35 +0000 2021;"Petroleum Engineer  | Data Analyst              

Chocó ♡";186.0;167.0;Quibdó - Colombia !! ;http://pbs.twimg.com/profile_images/1291039352458555392/eFda15FR_normal.jpg;27601.0;RT @daperas: Soy David Pérez, activista, y estoy siendo amenazado de muerte por las Autodefensas Gaitanistas desde junio 04 de este año, po…;1.4534017511142072e+18;Janick Alberto
Tue Oct 26 21:17:05 +0000 2021;"Petroleum Engineer  | Data Analyst              

Chocó ♡";186.0;167.0;Quibdó - Colombia !! ;http://pbs.twimg.com/profile_images/1291039352458555392/eFda15FR_normal.jpg;27601.0;"RT @FachoFercho: -No hay garantías y qué. Registraduría
-Evado impuestos y qué. DIAN
-Bombardeo niños y qué. MinDefensa
-Robo dinero y qué.…";1.4531084446978785e+18;Janick Alberto
