Title,Type,Price,Score,Link
Posada Martha´s Place,Habitación Doble,840000,"9,2",https://www.booking.com/hotel/co/posada-martha-s-place.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=252&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592651&all_sr_blocks=100727302_184387553_2_0_0&highlighted_blocks=100727302_184387553_2_0_0&matching_block_id=100727302_184387553_2_0_0&sr_pri_blocks=100727302_184387553_2_0_0__84000000&from=searchresults#hotelTmpl
Posada Caribbean Refuge,Habitación Doble,780000,"9,4",https://www.booking.com/hotel/co/posada-caribbean-refuge-san-andres.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=253&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592651&all_sr_blocks=100674301_273837601_2_0_0&highlighted_blocks=100674301_273837601_2_0_0&matching_block_id=100674301_273837601_2_0_0&sr_pri_blocks=100674301_273837601_2_0_0__78000000&from=searchresults#hotelTmpl
Apartment Koolview,Apartamento,2100000,"8,9",https://www.booking.com/hotel/co/kool-view.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=254&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592651&all_sr_blocks=259700201_349533278_2_0_0&highlighted_blocks=259700201_349533278_2_0_0&matching_block_id=259700201_349533278_2_0_0&sr_pri_blocks=259700201_349533278_2_0_0__210000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Cabañas Harmony By Alife,Habitación Doble con balcón ,1080000,"8,5",https://www.booking.com/hotel/co/alife-harmony-lodge.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=255&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592651&all_sr_blocks=714822501_338578994_2_2_0&highlighted_blocks=714822501_338578994_2_2_0&matching_block_id=714822501_338578994_2_2_0&sr_pri_blocks=714822501_338578994_2_2_0__108000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Posada Green Sea San Luis,Habitación Doble 3,1074800,"9,0",https://www.booking.com/hotel/co/posada-green-sea-san-luis-san-luis1.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=256&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592651&all_sr_blocks=564446005_328939059_2_0_0&highlighted_blocks=564446005_328939059_2_0_0&matching_block_id=564446005_328939059_2_0_0&sr_pri_blocks=564446005_328939059_2_0_0__107479200&from=searchresults#hotelTmpl
Sol Caribe Campo All Inclusive,Habitación Doble,6000000,"7,6",https://www.booking.com/hotel/co/sol-caribe-campo.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=257&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592651&all_sr_blocks=29340305_341951862_0_85_0&highlighted_blocks=29340305_341951862_0_85_0&matching_block_id=29340305_341951862_0_85_0&sr_pri_blocks=29340305_341951862_0_85_0__600000000&from=searchresults#hotelTmpl
Caribbean Queen,Apartamento con vistas al jardín,900000,"8,2",https://www.booking.com/hotel/co/the-caribbean-queen.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=258&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592651&all_sr_blocks=149823102_114664605_2_0_0&highlighted_blocks=149823102_114664605_2_0_0&matching_block_id=149823102_114664605_2_0_0&sr_pri_blocks=149823102_114664605_2_0_0__90000000&from=searchresults#hotelTmpl
Inn Skyline Hostel,Habitación Doble con baño privado,1620000,"9,2",https://www.booking.com/hotel/co/inn-skyline-hostel.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=259&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592651&all_sr_blocks=476183103_298313441_2_0_0&highlighted_blocks=476183103_298313441_2_0_0&matching_block_id=476183103_298313441_2_0_0&sr_pri_blocks=476183103_298313441_2_0_0__162000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Ocean green village,Cama individual en dormitorio mixto,840000,"9,5",https://www.booking.com/hotel/co/ocean-green-village.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=260&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592651&all_sr_blocks=266820302_110901600_1_0_0%2C266820302_110901600_1_0_0&highlighted_blocks=266820302_110901600_1_0_0%2C266820302_110901600_1_0_0&matching_block_id=266820302_110901600_1_0_0&sr_pri_blocks=266820302_110901600_1_0_0__42000000%2C266820302_110901600_1_0_0__42000000&from=searchresults#hotelTmpl
Posada Nativa Tinos Place,Apartamento,1050000,"9,4",https://www.booking.com/hotel/co/posada-nativa-tinos-place.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=261&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592651&all_sr_blocks=149816401_194877759_2_2_0&highlighted_blocks=149816401_194877759_2_2_0&matching_block_id=149816401_194877759_2_2_0&sr_pri_blocks=149816401_194877759_2_2_0__105000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Island paradise,Apartamento de 2 dormitorios,1320000,"9,5",https://www.booking.com/hotel/co/island-paradise.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=262&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592651&all_sr_blocks=752607401_331826898_2_0_0&highlighted_blocks=752607401_331826898_2_0_0&matching_block_id=752607401_331826898_2_0_0&sr_pri_blocks=752607401_331826898_2_0_0__132000000&from=searchresults#hotelTmpl
Green Sea Inn San Luis Tefonoymar Of The 7 Colors, Habitación Doble,1074800,Sin puntos,https://www.booking.com/hotel/co/green-sea-inn-san-luis-tefonoymar-of-the-7-colors.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=263&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592651&all_sr_blocks=552953802_328938752_2_0_0&highlighted_blocks=552953802_328938752_2_0_0&matching_block_id=552953802_328938752_2_0_0&sr_pri_blocks=552953802_328938752_2_0_0__107479200&from=searchresults#hotelTmpl
Posada green sea villa helen kilometro 4 circumbalar, Habitación Doble,1074800,Sin puntos,https://www.booking.com/hotel/co/posada-green-sea-villa-helen-kilometro-4-circumbalar.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=264&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592651&all_sr_blocks=491418002_328932214_2_0_0&highlighted_blocks=491418002_328932214_2_0_0&matching_block_id=491418002_328932214_2_0_0&sr_pri_blocks=491418002_328932214_2_0_0__107479200&from=searchresults#hotelTmpl
Miss Leila,Apartamento de 2 dormitorios,780000,"9,0",https://www.booking.com/hotel/co/mis-leila.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=265&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592651&all_sr_blocks=311871301_203660267_2_0_0&highlighted_blocks=311871301_203660267_2_0_0&matching_block_id=311871301_203660267_2_0_0&sr_pri_blocks=311871301_203660267_2_0_0__78000000&from=searchresults#hotelTmpl
Posada Natytali,Habitación Doble Estándar - 2 camas ,660000,"8,6",https://www.booking.com/hotel/co/posada-natytali.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=266&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592651&all_sr_blocks=116814702_173837479_2_0_0&highlighted_blocks=116814702_173837479_2_0_0&matching_block_id=116814702_173837479_2_0_0&sr_pri_blocks=116814702_173837479_2_0_0__66000000&from=searchresults#hotelTmpl
Posada La Hermosa,Habitación Cuádruple Clásica,1320000,"9,0",https://www.booking.com/hotel/co/apartametos-turisticos-la-hermosa.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=267&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592651&all_sr_blocks=55454912_190307169_3_42_0&highlighted_blocks=55454912_190307169_3_42_0&matching_block_id=55454912_190307169_3_42_0&sr_pri_blocks=55454912_190307169_3_42_0__132000000&from=searchresults#hotelTmpl
Marysol Lodging Hostel & Camping,Camarote Familiar,480000,"9,0",https://www.booking.com/hotel/co/marysol-lodging-hostel-amp-camping.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=268&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592651&all_sr_blocks=328633401_115294217_2_2_0&highlighted_blocks=328633401_115294217_2_2_0&matching_block_id=328633401_115294217_2_2_0&sr_pri_blocks=328633401_115294217_2_2_0__48000000&from=searchresults#hotelTmpl
Victoria's Gennie Bay Village Hostal,Habitación Doble Económica - 1 o 2 camas,1425000,"8,3",https://www.booking.com/hotel/co/victorias-gennie-bay-village-hostal-san-andres.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=269&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592651&all_sr_blocks=240751501_247628784_2_0_0&highlighted_blocks=240751501_247628784_2_0_0&matching_block_id=240751501_247628784_2_0_0&sr_pri_blocks=240751501_247628784_2_0_0__142500000&from=searchresults#hotelTmpl
Yellow Moon Guesthouse & Apartments,Estudio - Unidad 10,1368000,"8,5",https://www.booking.com/hotel/co/yellow-moon-guesthouse-amp-apartments.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=270&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592651&all_sr_blocks=103905912_99575137_2_0_0&highlighted_blocks=103905912_99575137_2_0_0&matching_block_id=103905912_99575137_2_0_0&sr_pri_blocks=103905912_99575137_2_0_0__136800000&from=searchresults#hotelTmpl
Hotel Isla Bonita,Habitación Doble Superior,3774000,"7,4",https://www.booking.com/hotel/co/isla-bonita.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=271&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592651&all_sr_blocks=271715203_343843393_2_34_0&highlighted_blocks=271715203_343843393_2_34_0&matching_block_id=271715203_343843393_2_34_0&sr_pri_blocks=271715203_343843393_2_34_0__377400000&from=searchresults#hotelTmpl
ESTRELLA DEL SUR,Habitación Triple,702000,Sin puntos,https://www.booking.com/hotel/co/estrella-del-sur.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=272&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592651&all_sr_blocks=840629801_350737508_2_0_0&highlighted_blocks=840629801_350737508_2_0_0&matching_block_id=840629801_350737508_2_0_0&sr_pri_blocks=840629801_350737508_2_0_0__70200000&from=searchresults#hotelTmpl
Hostal Poseidon del Mar,Habitación Doble con baño privado,780000,"8,4",https://www.booking.com/hotel/co/hostal-poseidon-del-mar.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=273&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592651&all_sr_blocks=148752607_117872880_2_0_0&highlighted_blocks=148752607_117872880_2_0_0&matching_block_id=148752607_117872880_2_0_0&sr_pri_blocks=148752607_117872880_2_0_0__78000000&from=searchresults#hotelTmpl
Big V Raizal Home,Cama Individual en dormitorio compartido de 6 camas,840000,"9,2",https://www.booking.com/hotel/co/big-v-raizal-home.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=274&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592651&all_sr_blocks=342483501_144099540_1_1_0%2C342483501_144099540_1_1_0&highlighted_blocks=342483501_144099540_1_1_0%2C342483501_144099540_1_1_0&matching_block_id=342483501_144099540_1_1_0&sr_pri_blocks=342483501_144099540_1_1_0__42000000%2C342483501_144099540_1_1_0__42000000&from=searchresults#hotelTmpl
Ohana Lodging,Habitación Doble,900000,"9,1",https://www.booking.com/hotel/co/posada-nativa-ohana-lodging.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=275&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592651&all_sr_blocks=106116103_230531379_2_0_0&highlighted_blocks=106116103_230531379_2_0_0&matching_block_id=106116103_230531379_2_0_0&sr_pri_blocks=106116103_230531379_2_0_0__90000000&from=searchresults#hotelTmpl
Jamal place,Apartamento de 2 dormitorios,1500000,10,https://www.booking.com/hotel/co/jamal-place.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=276&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592654&all_sr_blocks=769127001_344688556_3_0_0&highlighted_blocks=769127001_344688556_3_0_0&matching_block_id=769127001_344688556_3_0_0&sr_pri_blocks=769127001_344688556_3_0_0__150000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Apartamento Miss Elena,Apartamento,1680000,"9,5",https://www.booking.com/hotel/co/apartamento-miss-elena.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=277&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592654&all_sr_blocks=191666201_93011935_5_0_0&highlighted_blocks=191666201_93011935_5_0_0&matching_block_id=191666201_93011935_5_0_0&sr_pri_blocks=191666201_93011935_5_0_0__168000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
NENE'S PLACE,Apartamento de 2 dormitorios,1285200,"9,0",https://www.booking.com/hotel/co/nenes-place.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=278&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592654&all_sr_blocks=809716101_343153282_2_0_0&highlighted_blocks=809716101_343153282_2_0_0&matching_block_id=809716101_343153282_2_0_0&sr_pri_blocks=809716101_343153282_2_0_0__128520000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Apartamentos Chalet del Mar,Apartamento Estudio ,2340000,"8,8",https://www.booking.com/hotel/co/chalet-del-mar.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=279&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592654&all_sr_blocks=175191414_90673989_2_0_0&highlighted_blocks=175191414_90673989_2_0_0&matching_block_id=175191414_90673989_2_0_0&sr_pri_blocks=175191414_90673989_2_0_0__234000000&from=searchresults#hotelTmpl
Siloe Cove,Habitación Doble con baño privado,1320000,"8,8",https://www.booking.com/hotel/co/siloecove.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=280&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592654&all_sr_blocks=155194804_335492809_2_1_0&highlighted_blocks=155194804_335492809_2_1_0&matching_block_id=155194804_335492809_2_1_0&sr_pri_blocks=155194804_335492809_2_1_0__132000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
