Title,Type,Price,Score,Link
Danishas Place,Apartamento - Planta baja,2240000,"9,4",https://www.booking.com/hotel/co/danishas-place.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-05&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=distance_from_search&srpvid=61e46f018986021d&srepoch=1651592836&all_sr_blocks=230429301_126513851_6_0_0&highlighted_blocks=230429301_126513851_6_0_0&matching_block_id=230429301_126513851_6_0_0&sr_pri_blocks=230429301_126513851_6_0_0__224000000&from=searchresults#hotelTmpl
SERENA GUEST HOUSE (PLAYA),Apartamento,3466000,Sin puntos,https://www.booking.com/hotel/co/serena-guest-house-playa.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-05&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=distance_from_search&srpvid=61e46f018986021d&srepoch=1651592836&all_sr_blocks=830547101_349938904_10_0_0&highlighted_blocks=830547101_349938904_10_0_0&matching_block_id=830547101_349938904_10_0_0&sr_pri_blocks=830547101_349938904_10_0_0__346600000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
HERMOSO APARTAMENTO CARAMEL,Apartamento de 2 dormitorios,1279200,Sin puntos,https://www.booking.com/hotel/co/hermoso-apartamento-caramel.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-05&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=distance_from_search&srpvid=61e46f018986021d&srepoch=1651592836&all_sr_blocks=825617601_346990689_2_0_0&highlighted_blocks=825617601_346990689_2_0_0&matching_block_id=825617601_346990689_2_0_0&sr_pri_blocks=825617601_346990689_2_0_0__127920000&from=searchresults#hotelTmpl
posada shang giovis rincon,Habitación Familiar con baño privado,1120000,Sin puntos,https://www.booking.com/hotel/co/posada-shang-giovis-rincon.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-05&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=distance_from_search&srpvid=61e46f018986021d&srepoch=1651592836&all_sr_blocks=845574501_351523320_2_0_0&highlighted_blocks=845574501_351523320_2_0_0&matching_block_id=845574501_351523320_2_0_0&sr_pri_blocks=845574501_351523320_2_0_0__112000000&from=searchresults#hotelTmpl
DANISHAS PLACE II,Apartamento de 3 dormitorios,2160000,"9,2",https://www.booking.com/hotel/co/danishas-place-ii.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-05&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=distance_from_search&srpvid=61e46f018986021d&srepoch=1651592836&all_sr_blocks=503848601_172648363_7_0_0&highlighted_blocks=503848601_172648363_7_0_0&matching_block_id=503848601_172648363_7_0_0&sr_pri_blocks=503848601_172648363_7_0_0__216000000&from=searchresults#hotelTmpl
Hostal Palo Alto,Habitación Compartida Mixta de 8 camas,480000,"8,7",https://www.booking.com/hotel/co/hostal-palo-alto-san-andres.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-05&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=distance_from_search&srpvid=61e46f018986021d&srepoch=1651592836&all_sr_blocks=721021913_346667597_2_0_0&highlighted_blocks=721021913_346667597_2_0_0&matching_block_id=721021913_346667597_2_0_0&sr_pri_blocks=721021913_346667597_2_0_0__48000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Caribean Paradise 1,Apartamento de 1 dormitorio,648000,10,https://www.booking.com/hotel/co/caribean-paradise-1-san-andres1.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-05&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=distance_from_search&srpvid=61e46f018986021d&srepoch=1651592836&all_sr_blocks=761849801_333317517_2_0_0&highlighted_blocks=761849801_333317517_2_0_0&matching_block_id=761849801_333317517_2_0_0&sr_pri_blocks=761849801_333317517_2_0_0__64800000&from=searchresults#hotelTmpl
Aparta Suite Villa Roko,Habitación con cama grande y vistas al jardín,800000,"9,6",https://www.booking.com/hotel/co/posada-villa-roko.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-05&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=distance_from_search&srpvid=61e46f018986021d&srepoch=1651592836&all_sr_blocks=827138001_351247872_2_0_0&highlighted_blocks=827138001_351247872_2_0_0&matching_block_id=827138001_351247872_2_0_0&sr_pri_blocks=827138001_351247872_2_0_0__80000000&from=searchresults#hotelTmpl
Hospedaje Solymar Sarie Bay,Habitación cuádruple,1200000,"9,3",https://www.booking.com/hotel/co/solymarislas-i.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-05&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=distance_from_search&srpvid=61e46f018986021d&srepoch=1651592836&all_sr_blocks=198088102_285093157_2_0_0&highlighted_blocks=198088102_285093157_2_0_0&matching_block_id=198088102_285093157_2_0_0&sr_pri_blocks=198088102_285093157_2_0_0__120000000&from=searchresults#hotelTmpl
Apartamentos Yinnam Arrieta,Apartamento,1080000,"8,8",https://www.booking.com/hotel/co/apartamento-yinnam-arrieta-301.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-05&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=distance_from_search&srpvid=61e46f018986021d&srepoch=1651592836&all_sr_blocks=225113902_135804750_2_0_0&highlighted_blocks=225113902_135804750_2_0_0&matching_block_id=225113902_135804750_2_0_0&sr_pri_blocks=225113902_135804750_2_0_0__108000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Hotel Oceano Paradise San Andrés,Habitación Deluxe,720000,"7,8",https://www.booking.com/hotel/co/oceano-paradise.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-05&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=distance_from_search&srpvid=61e46f018986021d&srepoch=1651592836&all_sr_blocks=813121801_343637763_2_1_0&highlighted_blocks=813121801_343637763_2_1_0&matching_block_id=813121801_343637763_2_1_0&sr_pri_blocks=813121801_343637763_2_1_0__72000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
down town apartamento,Habitación Doble,920000,"7,3",https://www.booking.com/hotel/co/sarie-bay-down-town-apartamentos.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-05&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=distance_from_search&srpvid=61e46f018986021d&srepoch=1651592836&all_sr_blocks=718719506_341388704_2_0_0&highlighted_blocks=718719506_341388704_2_0_0&matching_block_id=718719506_341388704_2_0_0&sr_pri_blocks=718719506_341388704_2_0_0__92000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Island reef 2,Apartamento de 2 dormitorios,1960000,"7,9",https://www.booking.com/hotel/co/island-reef-2.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-05&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=distance_from_search&srpvid=61e46f018986021d&srepoch=1651592836&all_sr_blocks=741150501_329045256_3_0_0&highlighted_blocks=741150501_329045256_3_0_0&matching_block_id=741150501_329045256_3_0_0&sr_pri_blocks=741150501_329045256_3_0_0__196000000&from=searchresults#hotelTmpl
La Guagua place2,Apartamento,520000,Sin puntos,https://www.booking.com/hotel/co/la-guagua-place2.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-05&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=distance_from_search&srpvid=61e46f018986021d&srepoch=1651592836&all_sr_blocks=843648101_351199602_2_0_0&highlighted_blocks=843648101_351199602_2_0_0&matching_block_id=843648101_351199602_2_0_0&sr_pri_blocks=843648101_351199602_2_0_0__52000000&from=searchresults#hotelTmpl
Posada Vasquez Oviedo,Apartamento Estudio ,920000,"9,1",https://www.booking.com/hotel/co/posada-vasquez-oviedo.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-05&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=distance_from_search&srpvid=61e46f018986021d&srepoch=1651592836&all_sr_blocks=118035002_158536622_2_0_0&highlighted_blocks=118035002_158536622_2_0_0&matching_block_id=118035002_158536622_2_0_0&sr_pri_blocks=118035002_158536622_2_0_0__92000000&from=searchresults#hotelTmpl
caribbean paradise para 6 pax,Apartamento de 2 dormitorios,1280000,Sin puntos,https://www.booking.com/hotel/co/caribbean-paradise-para-6-pax.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-05&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=26&sr_order=distance_from_search&srpvid=61e46f018986021d&srepoch=1651592846&all_sr_blocks=832932801_348580744_2_0_0&highlighted_blocks=832932801_348580744_2_0_0&matching_block_id=832932801_348580744_2_0_0&sr_pri_blocks=832932801_348580744_2_0_0__128000000&from=searchresults#hotelTmpl
Room in Apartment - Green Sea Villa Helen Inn located at Kilometer 4 Circunvalar, Habitación Doble,775920,"5,5",https://www.booking.com/hotel/co/room-in-apartment-green-sea-villa-helen-inn-located-at-kilometer-4-circunvalar.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-05&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=distance_from_search&srpvid=61e46f018986021d&srepoch=1651592846&all_sr_blocks=693297202_328977411_2_0_0&highlighted_blocks=693297202_328977411_2_0_0&matching_block_id=693297202_328977411_2_0_0&sr_pri_blocks=693297202_328977411_2_0_0__77590800&from=searchresults#hotelTmpl
Posada Skai Place,Habitación Cuádruple con baño privado,1666000,"8,7",https://www.booking.com/hotel/co/posada-skai-place.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-05&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=28&sr_order=distance_from_search&srpvid=61e46f018986021d&srepoch=1651592846&all_sr_blocks=775374612_338962893_4_0_0&highlighted_blocks=775374612_338962893_4_0_0&matching_block_id=775374612_338962893_4_0_0&sr_pri_blocks=775374612_338962893_4_0_0__166600000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Tamarindo,Casa de 3 dormitorios,1800000,"9,7",https://www.booking.com/hotel/co/tamarindo.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-05&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=distance_from_search&srpvid=61e46f018986021d&srepoch=1651592846&all_sr_blocks=63308102_334357676_2_0_0&highlighted_blocks=63308102_334357676_2_0_0&matching_block_id=63308102_334357676_2_0_0&sr_pri_blocks=63308102_334357676_2_0_0__180000000&from=searchresults#hotelTmpl
